"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"East Asia & Pacific","EAS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.410583299334","","","","","","","","","","18.0008695149232","22.3894352970141","20.9938133007367","20.0948965282905","19.4699012780117","18.1665952496349","20.5338496996615","21.928524296887","22.812412998135","23.5724909088988","23.1127325572081","24.6404157417581","30.9237818701953","28.6901384167506","","",
"Europe & Central Asia","ECS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7885338345865","","","","","","","","","","","","","","","","",
"Euro area","EMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","2002.51041517294","1767.38557414432","","","","","","","","","","","","","","","","","","","35.1323224073939","35.1651172661429","36.9841335302621","46.6988223183047","48.1046368231163","57.8835714900651","64.2155121043918","64.0097209413511","64.257825472763","59.1573805286779","56.4165675597404","51.9951670147971","50.1653698526486","45.4991384819668","43.4691212999525","40.2675102686621","35.7890576263229","31.792195137488","35.7977494008792","48.3646992967727","50.1678007072302","58.057649948503","77.8050671752626","92.3122944318681","105.572961714157","105.395476685566","106.78085544137","107.286371146798","107.974507264889","112.050634277545","140.268036253117","134.10213698474","","",
"Estonia","EST","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90922002473909","7.84184333624567","4.06698700265488","3.81132632295459","4.42948490140082","4.86252613950876","5.27335374149869","5.18104567730469","4.94438397132272","4.22953401229437","5.05835096073767","8.22468046659972","7.89764510837486","5.99139330834761","13.5521744483716","13.798476044145","13.9548506685828","13.1227400304449","14.070777375849","13.425576163145","13.4585697706201","14.0530835439573","23.7557046278057","23.6674211819254","","",
"Ethiopia","ETH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3529569208809","50.8858787649859","44.3811735667036","73.2874344892619","92.5041549448277","82.6296763565148","72.1500093626094","69.4216870598482","77.9616791099719","85.5546979166054","","","","","","","","","","","","","","10.733283781495","26.9372797365191","27.9431250379303","29.0056900690034","30.0951131996185","32.5332185023587","31.4488486740364","","","","",
"European Union","EUU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
